,Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_3,Healthcare_1,Helthcare_2,Shops_1,Shops_2,Price,Ecology_22,Ecology_33,Shops_22
15,2823,85,3.0,73.6122247317727,53.89208948435271,6.0,4,9.0,1979,0.037177818,52,1,2300.0,1,7,B,89084.32787608178,0,0,0
16,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
17,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
18,2829,57,1.0,44.51348081256669,23.113423134573804,8.0,6,12.0,1983,0.13321533300000002,49,3,1406.0,3,4,A,183743.23046424173,0,0,1
19,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
20,8862,0,3.0,103.60529197422831,47.799426262469524,10.0,12,17.0,2002,0.319809354,25,16,2857.0,5,8,B,521919.0573998705,0,0,0
21,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
22,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
23,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
24,7704,150,3.0,62.180535989371776,44.169694075407364,5.0,4,5.0,1964,0.020741326,24,5,1340.0,2,5,B,241718.0995266293,0,0,0
25,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
26,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
27,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
28,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
29,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
30,89,50,2.0,39.43535081853332,23.37768698871145,7.0,9,9.0,1965,0.007658515,35,56,2301.0,3,19,B,283877.6171417454,0,0,0
31,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
32,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
33,13905,44,1.0,34.7672268816687,18.209648101536544,6.0,7,9.0,1972,0.036122292,24,0,1036.0,1,1,B,154928.80993818038,0,0,0
34,8384,90,2.0,42.17678220950818,28.085689937853193,5.0,2,5.0,1965,0.265088676,37,0,1937.0,3,2,B,176344.82040566398,0,0,0
35,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
36,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
37,14591,43,2.0,43.701661788670734,26.350358249023103,5.0,5,9.0,1961,0.015016892,17,59,2890.0,0,8,B,287056.01254272985,0,0,0
38,8224,177,3.0,77.8739361356098,48.99113289942049,12.0,9,25.0,2012,0.0,36,2,2672.0,0,2,B,191550.1213566216,0,0,0
39,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
40,10739,99,2.0,45.257138805377025,32.61382570011897,5.0,4,5.0,1971,0.033493708,66,1,1322.0,3,8,B,171266.94942738526,0,0,0
41,1853,101,3.0,58.4198155580721,37.27561392063118,5.0,5,5.0,1963,0.225824954,41,7,1548.0,3,2,B,197456.9208142761,1,0,0
42,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
43,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
44,10521,38,3.0,104.21139562017449,106.34040255951886,0.0,20,0.0,2017,0.060753049,15,2,520.0,0,7,B,435462.0480700058,0,0,0
45,7008,21,2.0,48.85174210675611,33.533432105863035,5.0,5,5.0,1970,0.194489265,47,3,125.0,3,5,B,183826.31652243072,0,0,0
46,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
47,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
48,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
49,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
50,2221,170,1.0,35.390235379659565,21.675589451961883,5.0,3,5.0,1963,0.21843974,21,6,1450.0,4,7,A,172795.8670771811,0,0,1
51,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
52,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
53,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
54,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
55,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
56,10065,5,2.0,54.477432041659135,31.149444195768496,7.0,14,22.0,1991,0.150817539,16,4,2643.0,4,5,B,279119.9134223016,0,0,0
57,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
58,1982,28,1.0,38.007936217693626,23.281713820168363,9.0,1,12.0,1970,0.118537385,30,1,1183.0,1,0,B,147636.76035604483,0,0,0
59,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
60,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
61,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
62,7619,47,2.0,54.7873237643134,33.512142879434535,8.0,1,12.0,1978,6.99893e-05,46,1,240.0,1,16,B,100471.95261307227,0,0,0
63,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
64,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
65,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
66,3759,31,2.0,57.95597269122314,32.27257840039711,9.0,17,17.0,2001,0.151346216,32,10,830.0,4,1,B,339414.5500190396,0,1,0
67,8443,57,2.0,45.96488978915266,29.141211816173783,5.0,7,5.0,1963,0.13321533300000002,49,3,1406.0,3,4,A,180538.89892241484,0,0,1
68,1063,77,1.0,42.67884386982604,23.918634033545928,8.0,14,12.0,1983,6.99893e-05,46,1,240.0,1,16,B,179784.4733339991,0,0,0
69,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
70,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
71,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
72,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
73,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
74,4014,6,2.0,63.184422013103685,61.14289377226982,1.0,17,17.0,2016,0.243204519,5,0,540.0,0,0,B,190762.98155043615,0,0,0
75,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
76,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
77,2435,85,4.0,65.55983414534953,47.696254952296684,6.0,6,9.0,1976,0.037177818,52,1,2300.0,1,7,B,266989.0161418366,0,0,0
78,7758,156,1.0,39.24892718662953,21.592325047856093,7.0,13,17.0,2009,0.007658515,35,56,2301.0,3,19,B,254236.32508556198,0,0,0
79,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
80,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
81,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
82,2952,169,2.0,58.433607265665074,31.08698930261341,8.0,3,14.0,1970,0.210473241,11,2,1994.0,3,0,B,116661.59548998011,0,0,0
83,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
84,7488,21,1.0,42.5012260708919,22.91573470453811,8.0,2,12.0,1979,0.194489265,47,3,125.0,3,5,B,153038.21948532813,0,0,0
85,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
86,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
87,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
88,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
89,11902,128,2.0,52.08218293973108,34.01705745296253,8.0,7,17.0,1994,0.0,27,0,30.0,2,8,B,243824.7929712899,0,0,0
90,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
91,1836,144,2.0,49.0307877478954,31.91889562577639,8.0,2,5.0,1964,0.306977489,27,14,1575.0,5,7,B,212786.0017001436,0,0,0
92,1671,120,3.0,58.57037093462771,37.434125981371615,5.0,4,5.0,1961,0.341071945,27,48,2300.0,3,11,B,305732.5862953504,0,0,0
93,9558,39,1.0,34.19820977216433,20.981127484293157,6.0,7,9.0,1973,0.428825818,25,8,730.0,0,2,B,156375.02000227175,0,0,0
94,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
95,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
96,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
97,13671,84,3.0,63.72823655447478,38.96093513166355,6.0,9,9.0,1971,0.14966637300000002,22,2,4087.0,4,1,B,291058.0808994419,0,0,0
98,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
99,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
100,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
101,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
102,13957,123,2.0,58.91191808519165,33.6122411146587,9.0,12,17.0,2005,0.0,47,0,1145.0,3,5,B,274570.7175007904,0,0,0
103,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
104,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
105,6496,1,2.0,53.18796830353497,34.82049795088077,8.0,7,17.0,1990,0.025609157,33,0,240.0,3,1,B,241419.59687217,0,0,0
106,8361,57,3.0,64.0151002560132,43.84285219250445,6.0,10,12.0,1984,0.13321533300000002,49,3,1406.0,3,4,A,270071.6195151077,0,0,1
107,9970,159,3.0,61.809021596554686,40.44472528024896,6.0,2,9.0,1972,0.015016892,17,59,2890.0,0,8,B,378581.5411997035,0,0,0
108,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
109,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
110,11448,39,1.0,35.683059286946204,18.662235067338923,7.0,12,12.0,1977,0.428825818,25,8,730.0,0,2,B,150513.47488734513,0,0,0
111,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
112,8583,129,3.0,65.68346852974332,43.533322473808525,7.0,11,12.0,1977,0.020741326,24,5,1340.0,2,5,B,313452.5352345641,0,0,0
113,2516,3,1.0,42.145274302242434,21.304556088896693,10.0,3,14.0,1984,0.265088676,37,0,1937.0,3,2,B,225889.6912453254,0,0,0
114,14635,95,2.0,42.389567415418014,33.06483544074146,5.0,1,5.0,1963,0.0,7,39,1786.0,1,5,B,224746.81185663465,0,0,0
115,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
116,14571,78,1.0,44.570412123654016,19.485741143328703,10.0,18,24.0,2011,0.092290642,21,2,165.0,1,2,B,212821.6747251237,0,0,0
117,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
118,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
119,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
120,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
121,10935,121,3.0,60.43816917856879,43.96785075861281,5.0,5,5.0,1965,0.212515361,19,16,628.0,3,7,B,269680.638174428,0,0,0
122,5267,49,1.0,43.44426635232809,20.702408895355198,8.0,18,17.0,2010,0.020741326,24,5,1340.0,2,5,B,168601.97480454494,0,0,0
123,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
124,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
125,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
126,16188,59,2.0,61.50213443093715,33.12142623794768,10.0,5,17.0,1985,0.019508796,37,11,176.0,5,5,B,354879.4031837641,0,0,0
127,10337,28,2.0,43.771829534570266,33.24216720327902,5.0,3,9.0,1968,0.118537385,30,1,1183.0,1,0,B,203425.39606435495,0,0,0
128,12087,2,3.0,60.15940612151951,46.35452671851282,5.0,4,9.0,1968,0.309479124,35,4,990.0,0,6,B,317296.3052996641,0,0,0
129,6072,6,1.0,65.10201679019049,64.62260302448165,1.0,10,9.0,2015,0.243204519,5,0,540.0,0,0,B,175899.97828362975,0,0,0
130,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
131,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
132,3428,108,3.0,110.20396948700356,59.27070227635576,12.0,19,28.0,2007,0.019508796,37,11,176.0,5,5,B,146061.7305650271,0,0,0
133,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
134,12613,6,2.0,65.49667436641931,5.5893235804425885,1.0,5,17.0,1977,0.243204519,5,0,540.0,0,0,B,180727.64354109476,0,0,0
135,3749,85,1.0,42.19894558704247,20.794835924374308,10.0,16,22.0,1987,0.037177818,52,1,2300.0,1,7,B,87182.52338492699,0,0,0
136,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
137,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
138,14901,31,2.0,62.30129218800013,30.388568968400406,10.0,11,12.0,2008,0.151346216,32,10,830.0,4,1,B,427526.00361512345,0,1,0
139,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
140,12256,169,1.0,33.25798132827507,18.181442895582567,5.0,7,9.0,1967,0.17891679600000002,18,4,192.0,1,5,B,201616.27389759172,0,0,0
141,3839,31,3.0,78.47198680838288,52.70682355093004,8.0,6,5.0,1957,0.151346216,32,10,830.0,4,1,B,419692.97803382436,0,1,0
142,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
143,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
144,13759,109,1.0,40.117363791934814,21.391897654599497,10.0,5,22.0,1982,0.0,25,4,46.0,1,1,B,239038.59002294773,0,0,0
145,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
146,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
147,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
148,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
149,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
150,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
151,11417,17,1.0,40.090754550200884,22.393898211263426,8.0,6,16.0,1980,0.093442564,23,5,3300.0,2,4,B,145941.55533360448,0,0,0
152,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
153,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
154,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
155,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
156,14258,44,2.0,44.51140745026622,29.84746226754347,5.0,6,5.0,1960,0.122190486,25,2,1308.0,1,3,B,189407.27604070996,0,0,0
157,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
158,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
159,15585,85,1.0,44.03852399189157,40.435804444916094,1.0,15,22.0,1982,0.037177818,52,1,2300.0,1,7,B,202321.23147284004,0,0,0
160,3522,6,1.0,66.41984149373265,3.98710087947258,1.0,2,1.0,1977,0.243204519,5,0,540.0,0,0,B,193361.2298149829,0,0,0
161,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
162,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
163,658,99,2.0,47.01806447731696,28.62867586845311,6.0,7,9.0,1971,0.012338886,35,1,2078.0,2,4,B,218392.93428619305,0,0,0
164,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
165,14805,41,2.0,54.4778683522394,33.34848235863591,8.0,7,12.0,1983,6.99893e-05,46,1,240.0,1,16,B,224277.83102613143,0,0,0
166,16391,57,2.0,56.38477330543139,30.57114898010994,8.0,4,12.0,1983,0.13321533300000002,49,3,1406.0,3,4,A,213877.55976290046,0,0,1
167,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
168,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
169,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
170,4747,7,3.0,81.46790925974453,76.64618193917562,10.0,19,17.0,2010,0.035145267,42,3,2620.0,0,3,B,477665.5829146461,0,0,0
171,6523,52,1.0,32.827650993401186,18.07025420741528,5.0,1,9.0,1966,0.371148999,34,1,750.0,2,5,B,120670.10176628393,0,0,0
172,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
173,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
174,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
175,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
176,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
177,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
178,2416,57,1.0,29.298167568168665,29.77078391154496,5.0,7,5.0,1964,0.13321533300000002,49,3,1406.0,3,4,A,148991.2652001697,0,0,1
179,11413,86,1.0,36.80582613393983,17.986014081329404,7.0,10,12.0,1974,0.161975568,31,5,4508.0,3,7,B,183891.14730105453,0,1,0
180,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
181,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
182,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
183,1217,44,2.0,47.91700922770607,32.3560120064586,5.0,5,5.0,1965,0.036122292,24,0,1036.0,1,1,B,169711.36768165938,0,0,0
184,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
185,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
186,11442,137,3.0,70.22360431225314,44.540390681682275,13.0,3,8.0,1955,0.200146802,23,8,770.0,2,0,B,527120.8365334661,0,0,0
187,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
188,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
189,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
190,1372,39,1.0,33.68237635813288,21.601502911226078,6.0,10,9.0,1973,0.428825818,25,8,730.0,0,2,B,143120.9047238132,0,0,0
191,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
192,11981,118,3.0,92.26619160498691,54.76768654421729,12.0,4,17.0,2005,0.21843974,21,6,1450.0,4,7,A,295004.8656963223,0,0,1
193,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
194,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
195,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
196,5198,7,3.0,91.90401514440286,62.839715671427776,7.0,6,5.0,1937,0.130617806,39,9,900.0,1,9,B,309690.98158393835,0,0,0
197,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
198,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
199,8478,86,2.0,59.96722996245699,38.60943016919785,8.0,10,25.0,2007,0.161975568,31,5,4508.0,3,7,B,161307.51198226758,0,1,0
200,2720,101,2.0,59.777540761570975,35.163279274023196,10.0,20,22.0,1999,0.225824954,41,7,1548.0,3,2,B,244351.41023615282,1,0,0
201,11706,7,2.0,49.830081678565854,34.183954386137096,6.0,9,9.0,1980,0.130617806,39,9,900.0,1,9,B,254573.5678844734,0,0,0
202,4123,106,2.0,62.68807707320569,35.20026729409598,10.0,8,18.0,2004,0.246031548,22,4,2715.0,3,3,B,260776.91379740532,0,1,0
203,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
204,15330,52,1.0,39.554283412487294,22.012758327025463,7.0,13,25.0,2007,0.371148999,34,1,750.0,2,5,B,179476.81049473328,0,0,0
205,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
206,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
207,3608,161,3.0,81.74963962728911,51.415228897192286,7.0,5,8.0,1964,0.0006991189999999999,14,24,4129.0,0,3,B,383231.9608557049,0,0,0
208,11535,6,2.0,56.571289554112866,34.538703075934656,9.0,14,17.0,2011,0.243204519,5,0,540.0,0,0,B,101123.73306602536,0,0,0
209,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
210,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
211,2306,98,1.0,30.447688159505947,20.897931693845,5.0,3,9.0,1974,0.313924552,22,11,3855.0,2,10,B,155144.01923597365,0,0,0
212,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0
